tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
2022S,1059,Martinlaakson lukio,FI,,2,29,6,,,,,,,,,,,,,,,5,,,3,,,5,,4,,,6,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,1,16,3,,,,,,,,,3,,,,2,,3,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,17,3,,,,,,,,,5,,,,,2,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,11,,,,,,,3,,,3,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,18,4,,,,,,,,2,,3,,,,,,,,3,,,4,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,1,24,5,,,,,,,,,5,,,,,,4,,,,,4,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,11,3,,,,,,,,,3,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,21,6,,,,,,,,,,,,,,,,,,,,5,3,,4,,,3,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,21,4,,,,,,,,,,,,,4,,6,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,24,4,,,,,,,,,4,,,,4,,,,,,,,4,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1059,Martinlaakson lukio,FI,,2,22,4,,,,,,,,3,,,,,,6,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,1
2022S,1730,Ruoveden lukio,FI,,1,13,2,,,,,,,,,2,,2,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1730,Ruoveden lukio,FI,,2,11,2,,,,,,,,,3,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1730,Ruoveden lukio,FI,,2,48,7,,,,,,,,7,,7,,6,,,,,,,7,,,,7,,,7,,,,,,,,,,,,,,,,,1
2022S,1771,Suomussalmen lukio,FI,,2,18,4,,,,,,,,,,3,,,,4,,,,,,4,,,3,,,0,,,,,,,,,,,,,,,,,1
2022S,1844,Töölön yhteiskoulun lukio,FI,,2,24,6,,,,,,,,,5,2,,,,,,,,,,2,,,,,,3,,,,6,,,,,,,,,,,,,1
2022S,1844,Töölön yhteiskoulun lukio,FI,,2,22,4,,,,,,,,,5,4,,,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,1
2022S,1844,Töölön yhteiskoulun lukio,FI,,2,18,5,,,,,,,,,,,,,,,,,,3,,,4,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1844,Töölön yhteiskoulun lukio,FI,,2,21,4,,,,,,,,,5,4,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1844,Töölön yhteiskoulun lukio,FI,,2,24,4,,,,,,,,,6,5,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1044,Evijärven lukio,FI,,2,12,2,,,,,,,,,,,,,,2,,,,,,4,,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,1,17,2,,,,,,,,,4,,,,4,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,2,32,7,,,,,,,,5,,7,,,,,,,,,7,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,2,26,4,,,,,,,,,,,,,,,6,,,,,,5,,5,,,6,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,1,19,,,,,,,5,,4,,,,4,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,2,24,5,,,,,,,,,,,4,,,4,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,2,32,4,,,,,,,,,6,3,,3,,,,,,,5,,,6,,,,5,,,,,,,,,,,,,,,,,1
2022S,1083,Helsingin normaalilyseo,FI,,2,41,6,,,,,,,,7,,7,,7,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,12,2,,,,,,,,,2,,,,,,,,,,,2,4,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,12,3,,,,,,,,,2,,,,,,,,,2,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,18,4,,,,,,,,,,,,,,4,4,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,10,2,,,,,,,,,3,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,12,2,,,,,,,,,,,,,2,,,,,,,,4,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,28,3,,,,,,,,,6,,,,,,,,,,,4,5,,4,,,6,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,12,2,,,,,,,,,2,,,,,,,,,2,,,2,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,9,2,,,,,,,,,2,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,12,2,,,,,,,,,2,,,,3,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,15,3,,,,,,,,,2,,,,,2,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,17,4,,,,,,,,2,,,,,,,,,,2,,4,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,22,3,,,,,,,,3,,,,,4,4,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,12,3,,,,,,,,2,,,,,,4,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,35,7,,,,,,,,7,,,7,,,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,34,4,,,,,,,,5,,,,5,6,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,1,11,2,,,,,,,,4,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1496,Tampereen Rudolf Steiner -koulu,FI,,2,16,2,,,,,,,,,4,4,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,15,2,,,,,,,,2,,3,,,,2,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,15,2,,,,,,,,,3,3,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,2,15,2,,,,,,,,,4,2,,,,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,23,,,,,,,6,,4,,,,4,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,2,17,3,,,,,,,,2,,2,,,,3,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,2,31,5,,,,,,,,5,,5,,4,,,,,,5,4,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,17,0,,,,,,,,,,,4,,3,,,,,,,,,,2,,,4,,4,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,14,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,14,2,,,,,,,,,2,,,,4,0,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,2,19,2,,,,,,,,,4,,3,,,3,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,13,2,,,,,,,,,3,,,,,,,,,,,3,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,16,0,,,,,,,,,2,,,,3,,,,,3,,3,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,2,22,3,,,,,,,,5,,2,,4,,2,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1594,Erkko-lukio,FI,,1,15,0,,,,,,,,,6,,3,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1467,Polvijärven lukio,FI,,2,33,5,,,,,,,,6,,,,5,,6,,,,,,6,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1947,Ylivieskan lukio,FI,,1,13,3,,,,,,,,,4,,,,,,,,,2,,2,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1947,Ylivieskan lukio,FI,,1,22,4,,,,,,,,,7,,,,5,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1947,Ylivieskan lukio,FI,,2,10,2,,,,,,,,,,,,,,,,,,,,4,,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1947,Ylivieskan lukio,FI,,2,19,4,,,,,,,,,,,,,3,6,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,14,4,,,,,,,,2,,,,,,,,,,2,,,,,,,,3,,,,,,3,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,35,7,,,,,,,,,4,,,,,5,,,,,,6,,,6,,,7,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,1,13,2,,,,,,,,,2,,,,4,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,1,20,4,,,,,,,,,,,,,4,,,,,3,,,,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,20,3,,,,,,,,,3,,,,,,,,,4,,4,,,4,,,2,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,1,14,2,,,,,,,,2,,3,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,1,11,3,,,,,,,,,3,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,27,6,,,,,,,,3,,,,,6,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,13,2,,,,,,,,,,,,,,,3,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,1,19,3,,,,,,,,,3,,,,3,,,,,3,,2,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,36,6,,,,,,,,6,,,,5,,,,,,,,,,,7,,,6,,,,,,6,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,22,3,,,,,,,,,3,,,,3,,,,,,,,4,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,22,4,,,,,,,,6,,,,4,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1981,Muuramen lukio,FI,,2,20,2,,,,,,,,5,,4,,3,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1678,Hämeenlinnan lyseon lukion aikuislinja,FI,,2,11,3,,,,,,,,,,,,,,,,,,,,4,,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1678,Hämeenlinnan lyseon lukion aikuislinja,FI,,1,11,2,,,,,,,,,3,,,,2,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,2
2022S,1678,Hämeenlinnan lyseon lukion aikuislinja,FI,,1,33,5,,,,,,,,6,,,,5,5,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,25,4,,,,,,,,,5,3,,,,,4,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,28,3,,,,,,,,,6,,,4,,,,,,,,4,,,5,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,31,6,,,,,,,,5,,5,,6,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,16,4,,,,,,,,,,4,,,,4,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,19,4,,,,,,,,,5,4,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,36,6,,,,,,,,6,,6,,,,6,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,11,2,,,,,,,,,2,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,25,,,,,,,6,,,4,,,,,,,,,4,,,,,,,,,,,,6,5,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,30,6,,,,,,,,7,,,,6,,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,31,5,,,,,,,,,5,5,,,,,,,,6,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,19,4,,,,,,,,,4,,,,,,3,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,17,2,,,,,,,,,4,,4,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,18,5,,,,,,,,2,,,,,,4,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,16,4,,,,,,,,0,,2,,,,,,,,4,,3,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,14,4,,,,,,,,,4,2,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,29,5,,,,,,,,,,,,,,4,,,,,,,,,6,,,4,,,,,,5,,5,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,13,3,,,,,,,,,3,,,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,16,4,,,,,,,,,,,,,,2,4,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,29,4,,,,,,,,4,,4,,4,,,,,4,,4,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,42,6,,,,,,,,6,,6,,5,,,,,,7,6,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,29,6,,,,,,,,4,,,,,,4,,,,,5,,,,,,,6,,,,,,,,4,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,23,4,,,,,,,,,2,,4,,4,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,25,4,,,,,,,,,,5,,,,5,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,25,4,,,,,,,,,,,,,,,,,,,,,4,,5,,,6,,,,,,6,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,24,5,,,,,,,,5,,,5,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,22,6,,,,,,,,5,,,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,33,5,,,,,,,,3,,6,,,,5,,,,,,,,,4,,,6,,,,,,,4,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,22,4,,,,,,,,,4,,,,,4,,,,,,,,,,,,6,,,,,,,,,4,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,33,7,,,,,,,,7,,,,,,6,,,,,6,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,20,5,,,,,,,,3,,4,,,,,,,,,2,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,29,5,,,,,,,,,6,,6,,,4,,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,16,3,,,,,,,,,4,3,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,13,2,,,,,,,,2,,,,2,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,25,4,,,,,,,,,5,,,,,,,,,5,4,,,,,,,4,,,,,,,,3,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,27,4,,,,,,,,4,,,,4,,,,,,,5,4,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,28,4,,,,,,,,4,,6,,,,6,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,39,7,,,,,,,,6,,,7,,,5,,,7,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,31,5,,,,,,,,,5,,,,4,,,,,6,,,,,,,,5,,6,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,24,5,,,,,,,,3,,,,,3,,,,,6,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,24,5,,,,,,,,,5,,,,3,,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,17,2,,,,,,,,,4,3,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,11,3,,,,,,,,,,,,,2,,,,,,,,2,,0,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,13,3,,,,,,,,,,,,,3,,,,,,,2,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,17,4,,,,,,,,,,,,,,,,,,,,5,,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,18,4,,,,,,,,,4,4,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,23,4,,,,,,,,,5,6,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,32,4,,,,,,,,6,,,,6,6,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,18,5,,,,,,,,,,,5,,,,,,,,4,,,,4,,,0,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,35,7,,,,,,,,6,,7,,,,7,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,22,5,,,,,,,,,6,,,4,,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,25,4,,,,,,,,4,,5,,4,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,24,5,,,,,,,,,4,,,,5,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,24,4,,,,,,,,4,,,,5,,,,,,,,,4,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,19,4,,,,,,,,,3,,,,2,,,,,4,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,33,4,,,,,,,,,6,4,,,,,,,,5,,,,,5,,,6,3,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,20,4,,,,,,,,,4,,,,,,0,,,,,,,,4,,,4,,,,,,,4,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,24,4,,,,,,,,,4,,,,4,,,,,,,,5,,,,,5,2,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,21,4,,,,,,,,,4,5,,,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,27,5,,,,,,,,,3,4,4,,3,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,1,16,4,,,,,,,,,4,,,,,2,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,14,3,,,,,,,,,3,,,,,3,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,24,4,,,,,,,,,4,6,,,,,,,,,2,3,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,23,5,,,,,,,,,3,,,,,4,5,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1327,Vaskivuoren lukio,FI,,2,26,,,,,,,7,,4,,,4,2,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,1,13,4,,,,,,,,,4,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,12,2,,,,,,,,,2,4,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,1,18,,,,,,,0,,4,,2,,2,,,,,,,3,,,,,,,,,,,5,2,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,26,5,,,,,,,,,5,,,,3,,4,,,5,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,9,2,,,,,,,,,2,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,12,,,,,,,4,,,,,,,,2,,,,2,,,,,2,,,2,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,21,4,,,,,,,,,3,,5,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,25,4,,,,,,,,4,,6,,,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,15,2,,,,,,,,,,,,,,4,,,,,,3,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,1,22,4,,,,,,,,,4,,,,5,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,14,3,,,,,,,,,3,3,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,2,15,3,,,,,,,,,2,,,,,3,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,1,15,3,,,,,,,,,4,2,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1291,Kotkan lyseo,FI,,1,11,2,,,,,,,,,2,,,,,3,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1009,Askolan lukio,FI,,1,13,3,,,,,,,,4,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1009,Askolan lukio,FI,,1,17,2,,,,,,,,,3,,,,,,,,,2,,,,4,,,,6,,,,,,,,,,,,,,,,,1
2022S,1009,Askolan lukio,FI,,1,12,2,,,,,,,,,2,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1009,Askolan lukio,FI,,1,14,2,,,,,,,,,5,,,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1009,Askolan lukio,FI,,1,8,2,,,,,,,,,2,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1716,Rantasalmen lukio,FI,,2,13,3,,,,,,,,,,,,,,,,,,,,5,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1716,Rantasalmen lukio,FI,,1,10,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1257,Kangasniemen lukio,FI,,2,27,4,,,,,,,,4,,,,4,,,,,,,3,6,,,,,,,,,,,6,,,,,,,,,,,,1
2022S,1257,Kangasniemen lukio,FI,,1,10,2,,,,,,,,,,,,,,,,,,,,3,,,2,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,12,2,,,,,,,,,4,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,24,6,,,,,,,,4,,,,,,4,,,,,,,,,4,,,,,,,2,4,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,9,2,,,,,,,,,2,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,14,4,,,,,,,,,3,,,,0,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,30,5,,,,,,,,6,,5,,,,5,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,23,6,,,,,,,,,5,,,,,4,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,15,4,,,,,,,,,3,,,,,2,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,12,2,,,,,,,,,4,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,12,3,,,,,,,,,4,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,9,2,,,,,,,,,2,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,34,6,,,,,,,,5,,4,,,6,,,,,,,,6,,4,,,3,,,,,,,,,,,,,,,,,1
